Fri Apr  9 17:43:06 2021    output.dat

         18268543 function calls (18136215 primitive calls) in 131.616 seconds

   Ordered by: call count

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        7    0.000    0.000    0.000    0.000 c:\Users\user\Desktop\Geophyte_prealpha\src\room_factories.py:220(door_down)
        7    0.000    0.000    0.000    0.000 c:\Users\user\Desktop\Geophyte_prealpha\src\room_factories.py:366(door_down)
        6    0.000    0.000    0.000    0.000 c:\users\user\appdata\local\programs\python\python38-32\lib\site-packages\tcod\event.py:556(from_sdl_event)
        6    0.000    0.000    0.018    0.003 c:\Users\user\Desktop\Geophyte_prealpha\src\entity.py:192(place)
        6    0.000    0.000    0.041    0.007 c:\Users\user\Desktop\Geophyte_prealpha\src\input_handlers.py:803(on_render)
        6    0.000    0.000    0.057    0.010 c:\Users\user\Desktop\Geophyte_prealpha\src\input_handlers.py:1642(on_render)
        6    0.000    0.000    0.001    0.000 c:\Users\user\Desktop\Geophyte_prealpha\src\components\actor_state.py:322(actor_burn)
        6    0.000    0.000    0.000    0.000 {method 'count' of 'str' objects}
        5    0.000    0.000    0.001    0.000 c:\Users\user\Desktop\Geophyte_prealpha\src\input_handlers.py:1332(ev_keydown)
        5    0.000    0.000    0.008    0.002 c:\Users\user\Desktop\Geophyte_prealpha\src\components\status.py:197(reset_bonuses)
        5    0.000    0.000    0.000    0.000 c:\Users\user\Desktop\Geophyte_prealpha\src\components\actor_state.py:782(apply_burning)
        5    0.000    0.000    0.000    0.000 c:\Users\user\Desktop\Geophyte_prealpha\src\room_factories.py:149(door_down)
        4    0.000    0.000    0.000    0.000 c:\users\user\appdata\local\programs\python\python38-32\lib\site-packages\tcod\_internal.py:46(verify_order)
        4    0.000    0.000    0.000    0.000 c:\users\user\appdata\local\programs\python\python38-32\lib\site-packages\tcod\console.py:92(__init__)
        4    0.000    0.000    0.000    0.000 c:\Users\user\Desktop\Geophyte_prealpha\src\entity.py:453(inventory_on_fire)
        4    0.000    0.000    0.000    0.000 c:\Users\user\Desktop\Geophyte_prealpha\src\components\walkable.py:56(perform)
        4    0.000    0.000    0.000    0.000 c:\Users\user\Desktop\Geophyte_prealpha\src\components\walkable.py:94(when_actor_on_trap)
        4    0.000    0.000    0.000    0.000 c:\Users\user\Desktop\Geophyte_prealpha\src\components\equipable.py:181(owner)
        4    0.000    0.000    0.000    0.000 c:\Users\user\Desktop\Geophyte_prealpha\src\components\actor_state.py:596(actor_bleed)
        4    0.008    0.002    0.011    0.003 c:\Users\user\Desktop\Geophyte_prealpha\src\procgen.py:189(search_empty_convex)
        4    0.000    0.000    0.001    0.000 c:\Users\user\Desktop\Geophyte_prealpha\src\procgen.py:478(stair_generation)
        4    0.000    0.000    0.000    0.000 c:\Users\user\Desktop\Geophyte_prealpha\src\tile_types.py:222(floor_ancient_ruins)
        4    0.000    0.000    0.000    0.000 c:\Users\user\Desktop\Geophyte_prealpha\src\room_factories.py:124(door_up)
        4    0.000    0.000    0.000    0.000 c:\Users\user\Desktop\Geophyte_prealpha\src\room_factories.py:131(door_left)
        4    0.000    0.000    0.000    0.000 c:\Users\user\Desktop\Geophyte_prealpha\src\room_factories.py:140(door_right)
        4    0.000    0.000    0.000    0.000 c:\Users\user\Desktop\Geophyte_prealpha\src\room_factories.py:326(door_left)
        3    0.000    0.000    0.009    0.003 c:\users\user\appdata\local\programs\python\python38-32\lib\site-packages\tcod\console.py:713(blit)
        3    0.009    0.003    0.009    0.003 {built-in method tcod._libtcod.TCOD_console_blit}
        3    0.000    0.000    0.001    0.000 c:\Users\user\Desktop\Geophyte_prealpha\src\input_handlers.py:695(ev_keydown)
        3    0.000    0.000    0.046    0.015 c:\Users\user\Desktop\Geophyte_prealpha\src\input_handlers.py:1760(on_render)
        3    0.000    0.000    0.002    0.001 c:\Users\user\Desktop\Geophyte_prealpha\src\components\equipments.py:93(equip_equipment)
      3/1    0.000    0.000    0.017    0.017 c:\Users\user\Desktop\Geophyte_prealpha\src\components\actor_state.py:475(get_connected_actors)
        3    0.000    0.000    0.000    0.000 c:\Users\user\Desktop\Geophyte_prealpha\src\components\actor_state.py:514(<lambda>)
        3    0.000    0.000    0.000    0.000 c:\Users\user\Desktop\Geophyte_prealpha\src\camera.py:52(biggest_x)
        3    0.000    0.000    0.000    0.000 c:\Users\user\Desktop\Geophyte_prealpha\src\camera.py:58(biggest_y)
        3    0.000    0.000    0.000    0.000 {method 'copy' of 'list' objects}
        2    0.000    0.000    0.000    0.000 c:\Users\user\Desktop\Geophyte_prealpha\src\components\experience.py:207(gain_intelligence_exp)
        2    0.000    0.000    0.000    0.000 c:\Users\user\Desktop\Geophyte_prealpha\src\components\ai.py:117(set_owner)
        2    0.000    0.000    0.000    0.000 c:\Users\user\Desktop\Geophyte_prealpha\src\actions.py:177(__init__)
        2    0.000    0.000    0.003    0.001 c:\Users\user\Desktop\Geophyte_prealpha\src\actions.py:196(target_actor)
        2    0.000    0.000    0.003    0.002 c:\Users\user\Desktop\Geophyte_prealpha\src\actions.py:250(perform)
        2    0.000    0.000    0.000    0.000 c:\Users\user\Desktop\Geophyte_prealpha\src\components\readable.py:33(consume)
        2    0.000    0.000    0.000    0.000 c:\Users\user\Desktop\Geophyte_prealpha\src\components\readable.py:60(<lambda>)
        2    0.000    0.000    0.000    0.000 c:\Users\user\Desktop\Geophyte_prealpha\src\components\readable.py:53(get_action)
        2    0.000    0.000    0.003    0.002 c:\Users\user\Desktop\Geophyte_prealpha\src\components\readable.py:71(activate)
        2    0.000    0.000    0.000    0.000 c:\Users\user\Desktop\Geophyte_prealpha\src\components\readable.py:110(effects_on_selected_tile_with_actor)
        2    0.000    0.000    0.000    0.000 c:\Users\user\Desktop\Geophyte_prealpha\src\input_handlers.py:170(ev_keydown)
        2    0.000    0.000    0.000    0.000 c:\Users\user\Desktop\Geophyte_prealpha\src\input_handlers.py:192(on_exit)
        2    0.000    0.000    0.000    0.000 c:\Users\user\Desktop\Geophyte_prealpha\src\input_handlers.py:444(__init__)
        2    0.000    0.000    0.000    0.000 c:\Users\user\Desktop\Geophyte_prealpha\src\input_handlers.py:775(__init__)
        2    0.000    0.000    0.000    0.000 c:\Users\user\Desktop\Geophyte_prealpha\src\input_handlers.py:786(on_item_selected)
        2    0.000    0.000    0.000    0.000 c:\Users\user\Desktop\Geophyte_prealpha\src\input_handlers.py:795(__init__)
        2    0.000    0.000    0.001    0.000 c:\Users\user\Desktop\Geophyte_prealpha\src\input_handlers.py:891(ev_keydown)
        2    0.000    0.000    0.000    0.000 c:\Users\user\Desktop\Geophyte_prealpha\src\input_handlers.py:1319(__init__)
        2    0.000    0.000    0.000    0.000 c:\Users\user\Desktop\Geophyte_prealpha\src\input_handlers.py:1450(__init__)
        2    0.000    0.000    0.000    0.000 c:\Users\user\Desktop\Geophyte_prealpha\src\input_handlers.py:1456(on_index_selected)
        2    0.000    0.000    0.000    0.000 c:\Users\user\Desktop\Geophyte_prealpha\src\input_handlers.py:1638(__init__)
        2    0.000    0.000    0.000    0.000 c:\Users\user\Desktop\Geophyte_prealpha\src\input_handlers.py:1646(ev_keydown)
        2    0.000    0.000    0.000    0.000 c:\Users\user\Desktop\Geophyte_prealpha\src\components\item_state.py:61(identify_self)
        2    0.000    0.000    0.000    0.000 c:\Users\user\Desktop\Geophyte_prealpha\src\ability.py:38(spawn)
        2    0.000    0.000    0.000    0.000 c:\Users\user\Desktop\Geophyte_prealpha\src\components\ability_inventory.py:55(add_ability)
        2    0.000    0.000    0.000    0.000 c:\Users\user\Desktop\Geophyte_prealpha\src\components\actor_state.py:887(apply_bleeding)
        2    0.000    0.000    0.018    0.009 c:\Users\user\Desktop\Geophyte_prealpha\src\engine.py:83(adjustments_before_new_map)
        2    0.000    0.000    5.374    2.687 c:\Users\user\Desktop\Geophyte_prealpha\src\engine.py:359(generate_new_dungeon)
        2    0.000    0.000    0.000    0.000 c:\Users\user\Desktop\Geophyte_prealpha\src\item_manager.py:58(identify_type)
        2    0.000    0.000    0.000    0.000 c:\Users\user\Desktop\Geophyte_prealpha\src\procgen.py:27(choose_biome)
        2    0.002    0.001    0.020    0.010 c:\Users\user\Desktop\Geophyte_prealpha\src\procgen.py:207(adjust_convex)
        2    0.034    0.017    0.360    0.180 c:\Users\user\Desktop\Geophyte_prealpha\src\procgen.py:240(generate_earth)
        2    0.056    0.028    0.387    0.194 c:\Users\user\Desktop\Geophyte_prealpha\src\procgen.py:310(generate_rooms)
        2    0.001    0.000    1.377    0.689 c:\Users\user\Desktop\Geophyte_prealpha\src\procgen.py:391(generate_terrain)
        2    0.007    0.004    0.142    0.071 c:\Users\user\Desktop\Geophyte_prealpha\src\procgen.py:426(generate_tunnels)
        2    0.001    0.001    0.008    0.004 c:\Users\user\Desktop\Geophyte_prealpha\src\procgen.py:501(generate_stair)
        2    0.001    0.001    0.439    0.220 c:\Users\user\Desktop\Geophyte_prealpha\src\procgen.py:558(generate_entities)
        2    0.000    0.000    0.000    0.000 c:\Users\user\Desktop\Geophyte_prealpha\src\procgen.py:636(get_dungeon_biome)
        2    0.001    0.001    5.374    2.687 c:\Users\user\Desktop\Geophyte_prealpha\src\procgen.py:647(generate_dungeon)
        2    0.000    0.000    0.000    0.000 c:\Users\user\Desktop\Geophyte_prealpha\src\tile_types.py:132(DEBUG)
        2    0.000    0.000    0.000    0.000 c:\Users\user\Desktop\Geophyte_prealpha\src\tile_types.py:425(ascending_stair)
        2    0.000    0.000    0.000    0.000 c:\Users\user\Desktop\Geophyte_prealpha\src\tile_types.py:448(descending_stair)
        2    0.000    0.000    0.002    0.001 c:\Users\user\Desktop\Geophyte_prealpha\src\game_map.py:20(__init__)
        2    0.000    0.000    0.000    0.000 {method 'match' of 're.Pattern' objects}
        2    0.000    0.000    0.000    0.000 {method 'end' of 're.Match' objects}
        2    0.952    0.476    0.952    0.476 {built-in method time.sleep}
        1    0.000    0.000    0.000    0.000 c:\users\user\appdata\local\programs\python\python38-32\lib\genericpath.py:16(exists)
        1    0.000    0.000    0.000    0.000 c:\users\user\appdata\local\programs\python\python38-32\lib\json\__init__.py:274(load)
        1    0.000    0.000    0.000    0.000 c:\users\user\appdata\local\programs\python\python38-32\lib\json\__init__.py:299(loads)
        1    0.000    0.000    0.000    0.000 c:\users\user\appdata\local\programs\python\python38-32\lib\json\decoder.py:332(decode)
        1    0.000    0.000    0.000    0.000 c:\users\user\appdata\local\programs\python\python38-32\lib\json\decoder.py:343(raw_decode)
        1    0.000    0.000    0.000    0.000 c:\users\user\appdata\local\programs\python\python38-32\lib\site-packages\tcod\libtcodpy.py:3184(image_blit_2x)
        1    0.000    0.000    0.002    0.002 c:\users\user\appdata\local\programs\python\python38-32\lib\site-packages\tcod\libtcodpy.py:3095(image_load)
        1    0.056    0.056  131.615  131.615 c:\Users\user\Desktop\Geophyte_prealpha\src\main.py:9(main)
        1    0.000    0.000    0.000    0.000 c:\Users\user\Desktop\Geophyte_prealpha\src\title.py:18(ev_keydown)
        1    0.000    0.000    0.016    0.016 c:\Users\user\Desktop\Geophyte_prealpha\src\title.py:117(render_title)
        1    0.001    0.001    3.317    3.317 c:\Users\user\Desktop\Geophyte_prealpha\src\title.py:128(title_event_handler)
        1    0.001    0.001    2.013    2.013 c:\Users\user\Desktop\Geophyte_prealpha\src\loader\initialization.py:10(init_game_variables)
        1    0.000    0.000    0.000    0.000 c:\users\user\appdata\local\programs\python\python38-32\lib\site-packages\tcod\_internal.py:74(_check_warn)
        1    0.000    0.000    0.000    0.000 c:\users\user\appdata\local\programs\python\python38-32\lib\site-packages\tcod\_internal.py:100(_bytes)
        1    0.000    0.000    0.000    0.000 c:\users\user\appdata\local\programs\python\python38-32\lib\site-packages\tcod\context.py:128(_handle_tileset)
        1    0.000    0.000    0.000    0.000 c:\users\user\appdata\local\programs\python\python38-32\lib\site-packages\tcod\context.py:133(_handle_title)
        1    0.000    0.000    0.000    0.000 c:\users\user\appdata\local\programs\python\python38-32\lib\site-packages\tcod\context.py:150(__init__)
        1    0.000    0.000    0.000    0.000 c:\users\user\appdata\local\programs\python\python38-32\lib\site-packages\tcod\context.py:154(_claim)
        1    0.000    0.000    0.000    0.000 c:\users\user\appdata\local\programs\python\python38-32\lib\site-packages\tcod\context.py:158(__enter__)
        1    0.000    0.000    0.082    0.082 c:\users\user\appdata\local\programs\python\python38-32\lib\site-packages\tcod\context.py:162(close)
        1    0.000    0.000    0.082    0.082 c:\users\user\appdata\local\programs\python\python38-32\lib\site-packages\tcod\context.py:170(__exit__)
        1    0.000    0.000    0.000    0.000 c:\users\user\appdata\local\programs\python\python38-32\lib\site-packages\tcod\context.py:442(<listcomp>)
        1    0.000    0.000    0.806    0.806 c:\users\user\appdata\local\programs\python\python38-32\lib\site-packages\tcod\context.py:377(new)
        1    0.000    0.000    0.000    0.000 c:\users\user\appdata\local\programs\python\python38-32\lib\site-packages\tcod\event.py:175(from_sdl_event)
        1    0.000    0.000    0.000    0.000 c:\users\user\appdata\local\programs\python\python38-32\lib\site-packages\tcod\event.py:662(__init__)
        1    0.000    0.000    0.000    0.000 c:\users\user\appdata\local\programs\python\python38-32\lib\site-packages\tcod\event.py:665(from_sdl_event)
        1    0.000    0.000    0.000    0.000 c:\users\user\appdata\local\programs\python\python38-32\lib\site-packages\tcod\event.py:918(ev_windowshown)
        1    0.000    0.000    0.000    0.000 c:\users\user\appdata\local\programs\python\python38-32\lib\site-packages\tcod\event.py:924(ev_windowexposed)
        1    0.000    0.000    0.000    0.000 c:\users\user\appdata\local\programs\python\python38-32\lib\site-packages\tcod\event.py:958(ev_windowenter)
        1    0.000    0.000    0.000    0.000 c:\users\user\appdata\local\programs\python\python38-32\lib\site-packages\tcod\event.py:961(ev_windowleave)
        1    0.000    0.000    0.000    0.000 c:\users\user\appdata\local\programs\python\python38-32\lib\site-packages\tcod\event.py:964(ev_windowfocusgained)
        1    0.000    0.000    0.000    0.000 c:\users\user\appdata\local\programs\python\python38-32\lib\site-packages\tcod\event.py:974(ev_windowclose)
        1    0.000    0.000    0.000    0.000 c:\users\user\appdata\local\programs\python\python38-32\lib\site-packages\tcod\event.py:985(ev_)
        1    0.000    0.000    0.000    0.000 c:\users\user\appdata\local\programs\python\python38-32\lib\site-packages\tcod\tileset.py:36(_claim)
        1    0.000    0.000    0.147    0.147 c:\users\user\appdata\local\programs\python\python38-32\lib\site-packages\tcod\tileset.py:210(load_truetype_font)
        1    0.000    0.000    0.000    0.000 c:\users\user\appdata\local\programs\python\python38-32\lib\site-packages\tcod\image.py:36(_from_cdata)
        1    0.000    0.000    0.000    0.000 c:\users\user\appdata\local\programs\python\python38-32\lib\site-packages\tcod\image.py:137(_get_size)
        1    0.000    0.000    0.000    0.000 c:\users\user\appdata\local\programs\python\python38-32\lib\site-packages\tcod\image.py:257(blit_2x)
        1    0.000    0.000    0.000    0.000 {built-in method tcod._libtcod.TCOD_image_blit_2x}
        1    0.002    0.002    0.002    0.002 {built-in method tcod._libtcod.TCOD_image_load}
        1    0.000    0.000    0.000    0.000 {built-in method tcod._libtcod.TCOD_image_get_size}
        1    0.806    0.806    0.806    0.806 {built-in method tcod._libtcod.TCOD_context_new}
        1    0.147    0.147    0.147    0.147 {built-in method tcod._libtcod.TCOD_load_truetype_font_}
        1    0.000    0.000    0.000    0.000 c:\Users\user\Desktop\Geophyte_prealpha\src\actions.py:74(__init__)
        1    0.000    0.000    3.390    3.390 c:\Users\user\Desktop\Geophyte_prealpha\src\actions.py:77(perform)
        1    0.000    0.000    0.000    0.000 c:\Users\user\Desktop\Geophyte_prealpha\src\actions.py:932(__init__)
        1    0.000    0.000    0.014    0.014 c:\Users\user\Desktop\Geophyte_prealpha\src\actions.py:939(perform)
        1    0.000    0.000    0.000    0.000 c:\Users\user\Desktop\Geophyte_prealpha\src\input_handlers.py:153(ev_quit)
        1    0.000    0.000    0.000    0.000 c:\Users\user\Desktop\Geophyte_prealpha\src\input_handlers.py:1755(__init__)
        1    0.000    0.000    0.000    0.000 c:\Users\user\Desktop\Geophyte_prealpha\src\input_handlers.py:1778(ev_keydown)
        1    0.000    0.000    0.000    0.000 c:\Users\user\Desktop\Geophyte_prealpha\src\components\inventory.py:41(drop)
        1    0.000    0.000    0.000    0.000 c:\Users\user\Desktop\Geophyte_prealpha\src\components\equipable.py:223(upgrade_stat_change)
        1    0.000    0.000    0.000    0.000 c:\Users\user\Desktop\Geophyte_prealpha\src\components\equipable.py:249(upgrade_stat_change)
        1    0.000    0.000    0.000    0.000 c:\Users\user\Desktop\Geophyte_prealpha\src\components\equipable.py:277(upgrade_stat_change)
        1    0.000    0.000    0.001    0.001 c:\Users\user\Desktop\Geophyte_prealpha\src\components\equipments.py:122(remove_equipment)
        1    0.000    0.000    0.018    0.018 c:\Users\user\Desktop\Geophyte_prealpha\src\components\actor_state.py:508(actor_electrocuted)
        1    0.000    0.000    0.000    0.000 c:\Users\user\Desktop\Geophyte_prealpha\src\components\actor_state.py:993(apply_electrocution)
        1    0.000    0.000    0.000    0.000 c:\Users\user\Desktop\Geophyte_prealpha\src\camera.py:20(__init__)
        1    0.000    0.000    0.000    0.000 c:\Users\user\Desktop\Geophyte_prealpha\src\item_manager.py:9(__init__)
        1    0.000    0.000    0.000    0.000 c:\Users\user\Desktop\Geophyte_prealpha\src\engine.py:39(__init__)
        1    0.000    0.000    0.001    0.001 c:\Users\user\Desktop\Geophyte_prealpha\src\engine.py:90(initialize_item_manager)
        1    0.000    0.000    0.001    0.001 c:\Users\user\Desktop\Geophyte_prealpha\src\item_manager.py:69(initialize_data)
        1    0.000    0.000    0.000    0.000 c:\Users\user\Desktop\Geophyte_prealpha\src\render.py:446(render_img)
        1    0.000    0.000    0.001    0.001 c:\Users\user\Desktop\Geophyte_prealpha\src\configuration.py:4(get_game_config)
        1    0.000    0.000    0.000    0.000 c:\Users\user\Desktop\Geophyte_prealpha\src\message_log.py:26(__init__)
        1    0.000    0.000  131.615  131.615 <string>:1(<module>)
        1    0.000    0.000    0.000    0.000 {method 'addressof' of 'CompiledFFI' objects}
        1    0.000    0.000    0.000    0.000 {method 'new_handle' of 'CompiledFFI' objects}
        1    0.082    0.082    0.082    0.082 {method 'release' of 'CompiledFFI' objects}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 {built-in method nt.stat}
        1    0.000    0.000    0.000    0.000 {method 'startswith' of 'str' objects}
        1    0.000    0.000  131.616  131.616 {built-in method builtins.exec}


